1000
140	0
73	0
2	0
131	0
190	0
41	0
201	0
151	0
70	0
86	0
32	0
222	0
31	0
106	0
97	0
120	0
91	0
85	0
159	0
84	0
50	0
89	0
42	0
154	0
206	0
198	0
57	0
193	0
145	0
164	0
24	0
46	0
167	0
119	0
38	0
99	0
26	0
212	0
231	0
56	0
47	0
79	0
110	0
83	0
142	0
117	0
43	0
96	0
1	0
102	0
87	0
48	0
121	0
198	0
140	0
121	0
59	0
31	0
220	0
226	0
66	0
116	0
141	0
99	0
67	0
176	0
69	0
185	0
71	0
216	0
34	0
112	0
55	0
46	0
119	0
88	0
110	0
127	0
66	0
185	0
65	0
22	0
160	0
147	0
203	0
93	0
82	0
42	0
93	0
97	0
223	0
125	0
168	0
184	0
8	0
170	0
61	0
127	0
220	0
3	0
140	9720
73	9720
2	9720
131	9720
190	9720
41	9720
201	9720
151	9720
70	9720
86	9720
32	9720
222	9720
31	9720
106	9720
97	9720
120	9720
91	9720
85	9720
159	9720
84	9720
50	9720
89	9720
42	9720
154	9720
206	9720
198	9720
57	9720
193	9720
145	9720
164	9720
24	9720
46	9720
167	9720
119	9720
38	9720
99	9720
26	9720
212	9720
231	9720
56	9720
47	9720
79	9720
110	9720
83	9720
142	9720
117	9720
43	9720
96	9720
1	9720
102	9720
87	9720
48	9720
121	9720
198	9720
140	9720
121	9720
59	9720
31	9720
220	9720
226	9720
66	9720
116	9720
141	9720
99	9720
67	9720
176	9720
69	9720
185	9720
71	9720
216	9720
34	9720
112	9720
55	9720
46	9720
119	9720
88	9720
110	9720
127	9720
66	9720
185	9720
65	9720
22	9720
160	9720
147	9720
203	9720
93	9720
82	9720
42	9720
93	9720
97	9720
223	9720
125	9720
168	9720
184	9720
8	9720
170	9720
61	9720
127	9720
220	9720
3	9720
140	19440
73	19440
2	19440
131	19440
190	19440
41	19440
201	19440
151	19440
70	19440
86	19440
32	19440
222	19440
31	19440
106	19440
97	19440
120	19440
91	19440
85	19440
159	19440
84	19440
50	19440
89	19440
42	19440
154	19440
206	19440
198	19440
57	19440
193	19440
145	19440
164	19440
24	19440
46	19440
167	19440
119	19440
38	19440
99	19440
26	19440
212	19440
231	19440
56	19440
47	19440
79	19440
110	19440
83	19440
142	19440
117	19440
43	19440
96	19440
1	19440
102	19440
87	19440
48	19440
121	19440
198	19440
140	19440
121	19440
59	19440
31	19440
220	19440
226	19440
66	19440
116	19440
141	19440
99	19440
67	19440
176	19440
69	19440
185	19440
71	19440
216	19440
34	19440
112	19440
55	19440
46	19440
119	19440
88	19440
110	19440
127	19440
66	19440
185	19440
65	19440
22	19440
160	19440
147	19440
203	19440
93	19440
82	19440
42	19440
93	19440
97	19440
223	19440
125	19440
168	19440
184	19440
8	19440
170	19440
61	19440
127	19440
220	19440
3	19440
140	29160
73	29160
2	29160
131	29160
190	29160
41	29160
201	29160
151	29160
70	29160
86	29160
32	29160
222	29160
31	29160
106	29160
97	29160
120	29160
91	29160
85	29160
159	29160
84	29160
50	29160
89	29160
42	29160
154	29160
206	29160
198	29160
57	29160
193	29160
145	29160
164	29160
24	29160
46	29160
167	29160
119	29160
38	29160
99	29160
26	29160
212	29160
231	29160
56	29160
47	29160
79	29160
110	29160
83	29160
142	29160
117	29160
43	29160
96	29160
1	29160
102	29160
87	29160
48	29160
121	29160
198	29160
140	29160
121	29160
59	29160
31	29160
220	29160
226	29160
66	29160
116	29160
141	29160
99	29160
67	29160
176	29160
69	29160
185	29160
71	29160
216	29160
34	29160
112	29160
55	29160
46	29160
119	29160
88	29160
110	29160
127	29160
66	29160
185	29160
65	29160
22	29160
160	29160
147	29160
203	29160
93	29160
82	29160
42	29160
93	29160
97	29160
223	29160
125	29160
168	29160
184	29160
8	29160
170	29160
61	29160
127	29160
220	29160
3	29160
140	38880
73	38880
2	38880
131	38880
190	38880
41	38880
201	38880
151	38880
70	38880
86	38880
32	38880
222	38880
31	38880
106	38880
97	38880
120	38880
91	38880
85	38880
159	38880
84	38880
50	38880
89	38880
42	38880
154	38880
206	38880
198	38880
57	38880
193	38880
145	38880
164	38880
24	38880
46	38880
167	38880
119	38880
38	38880
99	38880
26	38880
212	38880
231	38880
56	38880
47	38880
79	38880
110	38880
83	38880
142	38880
117	38880
43	38880
96	38880
1	38880
102	38880
87	38880
48	38880
121	38880
198	38880
140	38880
121	38880
59	38880
31	38880
220	38880
226	38880
66	38880
116	38880
141	38880
99	38880
67	38880
176	38880
69	38880
185	38880
71	38880
216	38880
34	38880
112	38880
55	38880
46	38880
119	38880
88	38880
110	38880
127	38880
66	38880
185	38880
65	38880
22	38880
160	38880
147	38880
203	38880
93	38880
82	38880
42	38880
93	38880
97	38880
223	38880
125	38880
168	38880
184	38880
8	38880
170	38880
61	38880
127	38880
220	38880
3	38880
140	48600
73	48600
2	48600
131	48600
190	48600
41	48600
201	48600
151	48600
70	48600
86	48600
32	48600
222	48600
31	48600
106	48600
97	48600
120	48600
91	48600
85	48600
159	48600
84	48600
50	48600
89	48600
42	48600
154	48600
206	48600
198	48600
57	48600
193	48600
145	48600
164	48600
24	48600
46	48600
167	48600
119	48600
38	48600
99	48600
26	48600
212	48600
231	48600
56	48600
47	48600
79	48600
110	48600
83	48600
142	48600
117	48600
43	48600
96	48600
1	48600
102	48600
87	48600
48	48600
121	48600
198	48600
140	48600
121	48600
59	48600
31	48600
220	48600
226	48600
66	48600
116	48600
141	48600
99	48600
67	48600
176	48600
69	48600
185	48600
71	48600
216	48600
34	48600
112	48600
55	48600
46	48600
119	48600
88	48600
110	48600
127	48600
66	48600
185	48600
65	48600
22	48600
160	48600
147	48600
203	48600
93	48600
82	48600
42	48600
93	48600
97	48600
223	48600
125	48600
168	48600
184	48600
8	48600
170	48600
61	48600
127	48600
220	48600
3	48600
140	58320
73	58320
2	58320
131	58320
190	58320
41	58320
201	58320
151	58320
70	58320
86	58320
32	58320
222	58320
31	58320
106	58320
97	58320
120	58320
91	58320
85	58320
159	58320
84	58320
50	58320
89	58320
42	58320
154	58320
206	58320
198	58320
57	58320
193	58320
145	58320
164	58320
24	58320
46	58320
167	58320
119	58320
38	58320
99	58320
26	58320
212	58320
231	58320
56	58320
47	58320
79	58320
110	58320
83	58320
142	58320
117	58320
43	58320
96	58320
1	58320
102	58320
87	58320
48	58320
121	58320
198	58320
140	58320
121	58320
59	58320
31	58320
220	58320
226	58320
66	58320
116	58320
141	58320
99	58320
67	58320
176	58320
69	58320
185	58320
71	58320
216	58320
34	58320
112	58320
55	58320
46	58320
119	58320
88	58320
110	58320
127	58320
66	58320
185	58320
65	58320
22	58320
160	58320
147	58320
203	58320
93	58320
82	58320
42	58320
93	58320
97	58320
223	58320
125	58320
168	58320
184	58320
8	58320
170	58320
61	58320
127	58320
220	58320
3	58320
140	68040
73	68040
2	68040
131	68040
190	68040
41	68040
201	68040
151	68040
70	68040
86	68040
32	68040
222	68040
31	68040
106	68040
97	68040
120	68040
91	68040
85	68040
159	68040
84	68040
50	68040
89	68040
42	68040
154	68040
206	68040
198	68040
57	68040
193	68040
145	68040
164	68040
24	68040
46	68040
167	68040
119	68040
38	68040
99	68040
26	68040
212	68040
231	68040
56	68040
47	68040
79	68040
110	68040
83	68040
142	68040
117	68040
43	68040
96	68040
1	68040
102	68040
87	68040
48	68040
121	68040
198	68040
140	68040
121	68040
59	68040
31	68040
220	68040
226	68040
66	68040
116	68040
141	68040
99	68040
67	68040
176	68040
69	68040
185	68040
71	68040
216	68040
34	68040
112	68040
55	68040
46	68040
119	68040
88	68040
110	68040
127	68040
66	68040
185	68040
65	68040
22	68040
160	68040
147	68040
203	68040
93	68040
82	68040
42	68040
93	68040
97	68040
223	68040
125	68040
168	68040
184	68040
8	68040
170	68040
61	68040
127	68040
220	68040
3	68040
140	77760
73	77760
2	77760
131	77760
190	77760
41	77760
201	77760
151	77760
70	77760
86	77760
32	77760
222	77760
31	77760
106	77760
97	77760
120	77760
91	77760
85	77760
159	77760
84	77760
50	77760
89	77760
42	77760
154	77760
206	77760
198	77760
57	77760
193	77760
145	77760
164	77760
24	77760
46	77760
167	77760
119	77760
38	77760
99	77760
26	77760
212	77760
231	77760
56	77760
47	77760
79	77760
110	77760
83	77760
142	77760
117	77760
43	77760
96	77760
1	77760
102	77760
87	77760
48	77760
121	77760
198	77760
140	77760
121	77760
59	77760
31	77760
220	77760
226	77760
66	77760
116	77760
141	77760
99	77760
67	77760
176	77760
69	77760
185	77760
71	77760
216	77760
34	77760
112	77760
55	77760
46	77760
119	77760
88	77760
110	77760
127	77760
66	77760
185	77760
65	77760
22	77760
160	77760
147	77760
203	77760
93	77760
82	77760
42	77760
93	77760
97	77760
223	77760
125	77760
168	77760
184	77760
8	77760
170	77760
61	77760
127	77760
220	77760
3	77760
140	87480
73	87480
2	87480
131	87480
190	87480
41	87480
201	87480
151	87480
70	87480
86	87480
32	87480
222	87480
31	87480
106	87480
97	87480
120	87480
91	87480
85	87480
159	87480
84	87480
50	87480
89	87480
42	87480
154	87480
206	87480
198	87480
57	87480
193	87480
145	87480
164	87480
24	87480
46	87480
167	87480
119	87480
38	87480
99	87480
26	87480
212	87480
231	87480
56	87480
47	87480
79	87480
110	87480
83	87480
142	87480
117	87480
43	87480
96	87480
1	87480
102	87480
87	87480
48	87480
121	87480
198	87480
140	87480
121	87480
59	87480
31	87480
220	87480
226	87480
66	87480
116	87480
141	87480
99	87480
67	87480
176	87480
69	87480
185	87480
71	87480
216	87480
34	87480
112	87480
55	87480
46	87480
119	87480
88	87480
110	87480
127	87480
66	87480
185	87480
65	87480
22	87480
160	87480
147	87480
203	87480
